BIO,review,cause,cause_ type,cause_tokenized,review_tokenized,review_tokenized_bert,cause_tokenized_bert,tagged_review_bert,emotion_keywords,emotion_ category,emotion_text,emotion
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","ليالي اقامه . فندق ميت للنوم فقط ، مناسب لعائله صغيره . الاستغلال الواضح في سبيل تقديم خدمات ، لوبي صغير وغير مريح","فندق ميت للنوم فقط ، مناسب لعائله صغيره . الاستغلال الواضح في سبيل تقديم خدمات ، لوبي صغير وغير مريح",,"['فندق', 'ميت', 'للنوم', 'فقط', '،', 'مناسب', 'لعائله', 'صغيره', '.', 'الاستغلال', 'الواضح', 'في', 'سبيل', 'تقديم', 'خدمات', '،', 'لوبي', 'صغير', 'وغير', 'مريح']","['ليالي', 'اقامه', '.', 'فندق', 'ميت', 'للنوم', 'فقط', '،', 'مناسب', 'لعائله', 'صغيره', '.', 'الاستغلال', 'الواضح', 'في', 'سبيل', 'تقديم', 'خدمات', '،', 'لوبي', 'صغير', 'وغير', 'مريح']","['ليالي', 'اقام', '##ه', '.', 'فندق', 'ميت', 'للن', '##وم', 'فقط', '،', 'مناسب', 'لع', '##ايله', 'صغير', '##ه', '.', 'الاستغلال', 'الواضح', 'في', 'سبيل', 'تقديم', 'خدمات', '،', 'لو', '##بي', 'صغير', 'وغير', 'مريح']","['فندق', 'ميت', 'للن', '##وم', 'فقط', '،', 'مناسب', 'لع', '##ايله', 'صغير', '##ه', '.', 'الاستغلال', 'الواضح', 'في', 'سبيل', 'تقديم', 'خدمات', '،', 'لو', '##بي', 'صغير', 'وغير', 'مريح']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['مناسب ,joy', 'مريح ,joy']",0,anger,anger
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",اسوء فندق على الاطلاق بجد اسوء فندق يمكن قضاء وقت فيه الطعام سىء الفيو سىء جدا و كنت قد حجزت فيه ليالى و عندما ذهبت لم اقضى الا ليله واحده لا يمكن ان اتخيل انى قد قضيت هذه الليله ولم يهتموا بارائك اهم حاجه الفلوس ولكنى لم اتوقع غير ذلك من هذا الفندق,الطعام سىء الفيو سىء جدا ولم يهتموا بارائك اهم حاجه الفلوس,,"['الطعام', 'سىء', 'الفيو', 'سىء', 'جدا','ولم', 'يهتموا', 'بارائك', 'اهم', 'حاجه', 'الفلوس']","['اسوء', 'فندق', 'على', 'الاطلاق', 'بجد', 'اسوء', 'فندق', 'يمكن', 'قضاء', 'وقت', 'فيه', 'الطعام', 'سىء', 'الفيو', 'سىء', 'جدا', 'و', 'كنت', 'قد', 'حجزت', 'فيه', 'ليالى', 'و', 'عندما', 'ذهبت', 'لم', 'اقضى', 'الا', 'ليله', 'واحده', 'لا', 'يمكن', 'ان', 'اتخيل', 'انى', 'قد', 'قضيت', 'هذه', 'الليله', 'ولم', 'يهتموا', 'بارائك', 'اهم', 'حاجه', 'الفلوس', 'ولكنى', 'لم', 'اتوقع', 'غير', 'ذلك', 'من', 'هذا', 'الفندق']","['اس', '##وء', 'فندق', 'على', 'الاطلاق', 'بجد', 'اس', '##وء', 'فندق', 'يمكن', 'قضاء', 'وقت', 'فيه', 'الطعام', 'سى', '##ء', 'الفي', '##و', 'سى', '##ء', 'جدا', 'و', 'كنت', 'قد', 'حجز', '##ت', 'فيه', 'ليال', '##ى', 'و', 'عندما', 'ذهبت', 'لم', 'اق', '##ضى', 'الا', 'ليل', '##ه', 'واحده', 'لا', 'يمكن', 'ان', 'ات', '##خيل', 'انى', 'قد', 'قضيت', 'هذه', 'الليل', '##ه', 'ولم', 'يهتم', '##وا', 'بار', '##ايك', 'اهم', 'حاج', '##ه', 'الفل', '##وس', 'ولكن', '##ى', 'لم', 'اتوقع', 'غير', 'ذلك', 'من', 'هذا', 'الفندق']","['الطعام', 'سى', '##ء', 'الفي', '##و', 'سى', '##ء', 'جدا', 'ولم', 'يهتم', '##وا', 'بار', '##ايك', 'اهم', 'حاج', '##ه', 'الفل', '##وس']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['يهتموا ,joy']",0,anger,anger
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",سلبي . هناك رائحة في الممرات وعمال النظافه يدخلون الغرفه في حال لم تضع كرت عدم الإزعاج او عدم الرد يعني لو كنت نايم مع اهلك تلقاه فوق رأسك ورفعت شكوى ع هذا الموضوع ولم يتم الرد علي,هناك رائحة في الممرات وعمال النظافه يدخلون الغرفه في حال لم تضع كرت عدم الإزعاج او عدم الرد يعني لو كنت نايم مع اهلك تلقاه فوق رأسك ورفعت شكوى ع هذا الموضوع ولم يتم الرد علي,,"['هناك', 'رائحة', 'في', 'الممرات', 'وعمال', 'النظافه', 'يدخلون', 'الغرفه', 'في', 'حال', 'لم', 'تضع', 'كرت', 'عدم', 'الإزعاج', 'او', 'عدم', 'الرد', 'يعني', 'لو', 'كنت', 'نايم', 'مع', 'اهلك', 'تلقاه', 'فوق', 'رأسك', 'ورفعت', 'شكوى', 'ع', 'هذا', 'الموضوع', 'ولم', 'يتم', 'الرد', 'علي']","['سلبي', '.', 'هناك', 'رائحة', 'في', 'الممرات', 'وعمال', 'النظافه', 'يدخلون', 'الغرفه', 'في', 'حال', 'لم', 'تضع', 'كرت', 'عدم', 'الإزعاج', 'او', 'عدم', 'الرد', 'يعني', 'لو', 'كنت', 'نايم', 'مع', 'اهلك', 'تلقاه', 'فوق', 'رأسك', 'ورفعت', 'شكوى', 'ع', 'هذا', 'الموضوع', 'ولم', 'يتم', 'الرد', 'علي']","['سلبي', '.', 'هناك', 'رايحة', 'في', 'المم', '##رات', 'وعم', '##ال', 'النظ', '##افه', 'يدخلون', 'الغرف', '##ه', 'في', 'حال', 'لم', 'تضع', 'كرت', 'عدم', 'الاز', '##عاج', 'او', 'عدم', 'الرد', 'يعني', 'لو', 'كنت', 'نايم', 'مع', 'اهلك', 'تلق', '##اه', 'فوق', 'راسك', 'ورفع', '##ت', 'شكوى', 'ع', 'هذا', 'الموضوع', 'ولم', 'يتم', 'الرد', 'علي']","['هناك', 'رايحة', 'في', 'المم', '##رات', 'وعم', '##ال', 'النظ', '##افه', 'يدخلون', 'الغرف', '##ه', 'في', 'حال', 'لم', 'تضع', 'كرت', 'عدم', 'الاز', '##عاج', 'او', 'عدم', 'الرد', 'يعني', 'لو', 'كنت', 'نايم', 'مع', 'اهلك', 'تلق', '##اه', 'فوق', 'راسك', 'ورفع', '##ت', 'شكوى', 'ع', 'هذا', 'الموضوع', 'ولم', 'يتم', 'الرد', 'علي']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['شكوى ,anger']",0,anger,anger
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",كتاب مخيب للآمال جدا جدا جدا .. و على المخالف من ان يصف رحلة شخص من الالحاد الى الايمان بالعكس أثار العديد من الأسئلة التي ستعصف بذهن القاريء غير المستعد دون ان يجد اجابات كافية في الكتاب على هذه التساؤلات الخطيره .. مما قط يبعث بالقاريء الى عكس هذه الرحلة تماما فيثير في نفسه الشكوك .. بل وقد يدفعه الى الالحاد اذا كان يبحث عن نقاش علمي مثمر يحسم جدله الداخلي,أثار العديد من الأسئلة التي ستعصف بذهن القاريء غير المستعد دون ان يجد اجابات كافية في الكتاب على هذه التساؤلات الخطيره .. مما قط يبعث بالقاريء الى عكس هذه الرحلة تماما فيثير في نفسه الشكوك .. بل وقد يدفعه الى الالحاد,,"['أثار', 'العديد', 'من', 'الأسئلة', 'التي', 'ستعصف', 'بذهن', 'القاريء', 'غير', 'المستعد', 'دون', 'ان', 'يجد', 'اجابات', 'كافية', 'في', 'الكتاب', 'على', 'هذه', 'التساؤلات', 'الخطيره', '..', 'مما', 'قط', 'يبعث', 'بالقاريء', 'الى', 'عكس', 'هذه', 'الرحلة', 'تماما', 'فيثير', 'في', 'نفسه', 'الشكوك', '..', 'بل', 'وقد', 'يدفعه', 'الى', 'الالحاد']","['كتاب', 'مخيب', 'للآمال', 'جدا', 'جدا', 'جدا', '..', 'و', 'على', 'المخالف', 'من', 'ان', 'يصف', 'رحلة', 'شخص', 'من', 'الالحاد', 'الى', 'الايمان', 'بالعكس', 'أثار', 'العديد', 'من', 'الأسئلة', 'التي', 'ستعصف', 'بذهن', 'القاريء', 'غير', 'المستعد', 'دون', 'ان', 'يجد', 'اجابات', 'كافية', 'في', 'الكتاب', 'على', 'هذه', 'التساؤلات', 'الخطيره', '..', 'مما', 'قط', 'يبعث', 'بالقاريء', 'الى', 'عكس', 'هذه', 'الرحلة', 'تماما', 'فيثير', 'في', 'نفسه', 'الشكوك', '..', 'بل', 'وقد', 'يدفعه', 'الى', 'الالحاد', 'اذا', 'كان', 'يبحث', 'عن', 'نقاش', 'علمي', 'مثمر', 'يحسم', 'جدله', 'الداخلي']","['كتاب', 'مخ', '##يب', 'للام', '##ال', 'جدا', 'جدا', 'جدا', '.', '.', 'و', 'على', 'المخالف', 'من', 'ان', 'يصف', 'رحلة', 'شخص', 'من', 'الال', '##حاد', 'الى', 'الايمان', 'بالعكس', 'اثار', 'العديد', 'من', 'الاسيلة', 'التي', 'ستع', '##صف', 'بذ', '##هن', 'القاري', '##ء', 'غير', 'المستع', '##د', 'دون', 'ان', 'يجد', 'اجابات', 'كافية', 'في', 'الكتاب', 'على', 'هذه', 'التساولات', 'الخطير', '##ه', '.', '.', 'مما', 'قط', 'يبعث', 'بالق', '##اري', '##ء', 'الى', 'عكس', 'هذه', 'الرحلة', 'تماما', 'في', '##ثير', 'في', 'نفسه', 'الشك', '##وك', '.', '.', 'بل', 'وقد', 'يدفع', '##ه', 'الى', 'الال', '##حاد', 'اذا', 'كان', 'يبحث', 'عن', 'نقاش', 'علمي', 'مث', '##مر', 'يح', '##سم', 'جد', '##له', 'الداخلي']","['اثار', 'العديد', 'من', 'الاسيلة', 'التي', 'ستع', '##صف', 'بذ', '##هن', 'القاري', '##ء', 'غير', 'المستع', '##د', 'دون', 'ان', 'يجد', 'اجابات', 'كافية', 'في', 'الكتاب', 'على', 'هذه', 'التساولات', 'الخطير', '##ه', '.', '.', 'مما', 'قط', 'يبعث', 'بالق', '##اري', '##ء', 'الى', 'عكس', 'هذه', 'الرحلة', 'تماما', 'في', '##ثير', 'في', 'نفسه', 'الشك', '##وك', '.', '.', 'بل', 'وقد', 'يدفع', '##ه', 'الى', 'الال', '##حاد']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مخيب ,anger']",0,anger,anger
"['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",كان الفندق من بداية دخولي الى طلوعي وانا في مشاده معهم ولايوجد حتى افطار مع الاقامة او . الخدمات سيئة من ناحية المغسلة الكوفي شوب . التعامل ولايوجد احترافية في اعداد القهوة,الفندق من بداية دخولي الى طلوعي وانا في مشاده معهم ولايوجد حتى افطار مع الاقامة او . الخدمات سيئة من ناحية المغسلة الكوفي شوب . التعامل ولايوجد احترافية في اعداد القهوة,,"['الفندق', 'من', 'بداية', 'دخولي', 'الى', 'طلوعي', 'وانا', 'في', 'مشاده', 'معهم', 'ولايوجد', 'حتى', 'افطار', 'مع', 'الاقامة', 'او', '.', 'الخدمات', 'سيئة', 'من', 'ناحية', 'المغسلة', 'الكوفي', 'شوب', '.', 'التعامل', 'ولايوجد', 'احترافية', 'في', 'اعداد', 'القهوة']","['كان', 'الفندق', 'من', 'بداية', 'دخولي', 'الى', 'طلوعي', 'وانا', 'في', 'مشاده', 'معهم', 'ولايوجد', 'حتى', 'افطار', 'مع', 'الاقامة', 'او', '.', 'الخدمات', 'سيئة', 'من', 'ناحية', 'المغسلة', 'الكوفي', 'شوب', '.', 'التعامل', 'ولايوجد', 'احترافية', 'في', 'اعداد', 'القهوة']","['كان', 'الفندق', 'من', 'بداية', 'دخول', '##ي', 'الى', 'طلوع', '##ي', 'وانا', 'في', 'مشا', '##ده', 'معهم', 'ولاي', '##وجد', 'حتى', 'افطار', 'مع', 'الاقامة', 'او', '.', 'الخدمات', 'سيية', 'من', 'ناحية', 'المغ', '##سلة', 'الكوفي', 'شوب', '.', 'التعامل', 'ولاي', '##وجد', 'احترافية', 'في', 'اعداد', 'القهوة']","['الفندق', 'من', 'بداية', 'دخول', '##ي', 'الى', 'طلوع', '##ي', 'وانا', 'في', 'مشا', '##ده', 'معهم', 'ولاي', '##وجد', 'حتى', 'افطار', 'مع', 'الاقامة', 'او', '.', 'الخدمات', 'سيية', 'من', 'ناحية', 'المغ', '##سلة', 'الكوفي', 'شوب', '.', 'التعامل', 'ولاي', '##وجد', 'احترافية', 'في', 'اعداد', 'القهوة']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['سيئة ,anger']",0,anger,anger
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","انصح به اذا لم تجد غيره في المدينه كلها . قربه للحرم نوعا ما للشباب . الخدمات سيئه المواقف لايوجد الا تسع مواقف وعدد الشقق مئتين ، رائحة الاسره سيئه ، لا يوجد مراوح دفع في الحمام ، عمال الخدمات لايتواجدون بعد الساعه","قربه للحرم نوعا ما للشباب . الخدمات سيئه المواقف لايوجد الا تسع مواقف وعدد الشقق مئتين ، رائحة الاسره سيئه ، لا يوجد مراوح دفع في الحمام ، عمال الخدمات لايتواجدون بعد الساعه",,"['قربه', 'للحرم', 'نوعا', 'ما', 'للشباب', '.', 'الخدمات', 'سيئه', 'المواقف', 'لايوجد', 'الا', 'تسع', 'مواقف', 'وعدد', 'الشقق', 'مئتين', '،', 'رائحة', 'الاسره', 'سيئه', '،', 'لا', 'يوجد', 'مراوح', 'دفع', 'في', 'الحمام', '،', 'عمال', 'الخدمات', 'لايتواجدون', 'بعد', 'الساعه']","['انصح', 'به', 'اذا', 'لم', 'تجد', 'غيره', 'في', 'المدينه', 'كلها', '.', 'قربه', 'للحرم', 'نوعا', 'ما', 'للشباب', '.', 'الخدمات', 'سيئه', 'المواقف', 'لايوجد', 'الا', 'تسع', 'مواقف', 'وعدد', 'الشقق', 'مئتين', '،', 'رائحة', 'الاسره', 'سيئه', '،', 'لا', 'يوجد', 'مراوح', 'دفع', 'في', 'الحمام', '،', 'عمال', 'الخدمات', 'لايتواجدون', 'بعد', 'الساعه']","['انصح', 'به', 'اذا', 'لم', 'تجد', 'غيره', 'في', 'المدينه', 'كلها', '.', 'قرب', '##ه', 'للح', '##رم', 'نوعا', 'ما', 'للشباب', '.', 'الخدمات', 'سي', '##يه', 'المواقف', 'لاي', '##وجد', 'الا', 'تسع', 'مواقف', 'وعدد', 'الشقق', 'ميت', '##ين', '،', 'رايحة', 'الاسره', 'سي', '##يه', '،', 'لا', 'يوجد', 'مرا', '##وح', 'دفع', 'في', 'الحمام', '،', 'عمال', 'الخدمات', 'لايت', '##واجد', '##ون', 'بعد', 'الساعه']","['قرب', '##ه', 'للح', '##رم', 'نوعا', 'ما', 'للشباب', '.', 'الخدمات', 'سي', '##يه', 'المواقف', 'لاي', '##وجد', 'الا', 'تسع', 'مواقف', 'وعدد', 'الشقق', 'ميت', '##ين', '،', 'رايحة', 'الاسره', 'سي', '##يه', '،', 'لا', 'يوجد', 'مرا', '##وح', 'دفع', 'في', 'الحمام', '،', 'عمال', 'الخدمات', 'لايت', '##واجد', '##ون', 'بعد', 'الساعه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",[],0,anger,anger
"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",فندق ضعيف المستوى خدمة النقل للحرم سيئة الحافلة تتحرك قبل موعدها بخمس أو عشر دقائق  السائق غير ملتزم,خدمة النقل للحرم سيئة الحافلة تتحرك قبل موعدها بخمس أو عشر دقائق  السائق غير ملتزم,,"['خدمة', 'النقل', 'للحرم', 'سيئة','الحافلة', 'تتحرك', 'قبل', 'موعدها', 'بخمس', 'أو', 'عشر', 'دقائق',' السائق', 'غير', 'ملتزم']","['فندق', 'ضعيف', 'المستوى', 'خدمة', 'النقل', 'للحرم', 'سيئة','الحافلة', 'تتحرك', 'قبل', 'موعدها', 'بخمس', 'أو', 'عشر', 'دقائق ','السائق', 'غير', 'ملتزم']","['فندق', 'ضعيف', 'المستوى', 'خدمة', 'النقل', 'للح', '##رم', 'سيية', 'الحا', '##فلة', 'تتحرك', 'قبل', 'موعد', '##ها', 'بخم', '##س', 'او', 'عشر', 'دقايق', 'السايق', 'غير', 'ملت', '##زم']","['خدمة', 'النقل', 'للح', '##رم', 'سيية', 'الحا', '##فلة', 'تتحرك', 'قبل', 'موعد', '##ها', 'بخم', '##س', 'او', 'عشر', 'دقايق', 'السايق', 'غير', 'ملت', '##زم']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['ضعيف ,fear', 'سيئة ,anger']",0,anger,anger
"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O','O']",الفندق بشكل عام فاشل جدا و كذا مره اتصل عليهم ولا احد يرد وبعد كم اتصال ولايتكلمون العربيه ما انصح . لم يعجبني شي,كذا مره اتصل عليهم ولا احد يرد وبعد كم اتصال ولايتكلمون العربيه,,"['كذا', 'مره', 'اتصل', 'عليهم', 'ولا', 'احد', 'يرد', 'وبعد', 'كم', 'اتصال', 'ولايتكلمون', 'العربيه']","['الفندق', 'بشكل', 'عام', 'فاشل', 'جدا', 'و','كذا', 'مره', 'اتصل', 'عليهم', 'ولا', 'احد', 'يرد', 'وبعد', 'كم', 'اتصال', 'ولايتكلمون', 'العربيه', 'ما', 'انصح', '.', 'لم', 'يعجبني', 'شي']","['الفندق', 'بشكل', 'عام', 'فاش', '##ل', 'جدا', 'و', 'كذا', 'مره', 'اتصل', 'عليهم', 'ولا', 'احد', 'يرد', 'وبعد', 'كم', 'اتصال', 'ولاي', '##تك', '##لمون', 'العربيه', 'ما', 'انصح', '.', 'لم', 'يعجب', '##ني', 'شي']","['كذا', 'مره', 'اتصل', 'عليهم', 'ولا', 'احد', 'يرد', 'وبعد', 'كم', 'اتصال', 'ولاي', '##تك', '##لمون', 'العربيه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['يعجبني ,joy']",0,anger,anger
"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",مخيب للأمل . . للاسف التكيييف بدائي التلفاز غير صافي الماء ضعيف ونوعية الشامبو رديئه الذي كان يقدم لنا الخدمات في المطعم لا يعرف الابتسامه ومن اقل كلمه تشعر انه متكلف وغاضب طلبت صحن فاكهه وللاسف وصلتني فاكه غير جيده,التكيييف بدائي التلفاز غير صافي الماء ضعيف ونوعية الشامبو رديئه الذي كان يقدم لنا الخدمات في المطعم لا يعرف الابتسامه ومن اقل كلمه تشعر انه متكلف وغاضب طلبت صحن فاكهه وللاسف وصلتني فاكه غير جيده,,"['التكيييف', 'بدائي', 'التلفاز', 'غير', 'صافي', 'الماء', 'ضعيف', 'ونوعية', 'الشامبو', 'رديئه', 'الذي', 'كان', 'يقدم', 'لنا', 'الخدمات', 'في', 'المطعم', 'لا', 'يعرف', 'الابتسامه', 'ومن', 'اقل', 'كلمه', 'تشعر', 'انه', 'متكلف', 'وغاضب', 'طلبت', 'صحن', 'فاكهه', 'وللاسف', 'وصلتني', 'فاكه', 'غير', 'جيده']","['مخيب', 'للأمل', '.', '.', 'للاسف', 'التكيييف', 'بدائي', 'التلفاز', 'غير', 'صافي', 'الماء', 'ضعيف', 'ونوعية', 'الشامبو', 'رديئه', 'الذي', 'كان', 'يقدم', 'لنا', 'الخدمات', 'في', 'المطعم', 'لا', 'يعرف', 'الابتسامه', 'ومن', 'اقل', 'كلمه', 'تشعر', 'انه', 'متكلف', 'وغاضب', 'طلبت', 'صحن', 'فاكهه', 'وللاسف', 'وصلتني', 'فاكه', 'غير', 'جيده']","['مخ', '##يب', 'للام', '##ل', '.', '.', 'للاسف', 'التك', '##يي', '##يف', 'بدا', '##يي', 'التلفاز', 'غير', 'صافي', 'الماء', 'ضعيف', 'ونوع', '##ية', 'الشام', '##بو', 'رد', '##يي', '##ه', 'الذي', 'كان', 'يقدم', 'لنا', 'الخدمات', 'في', 'المطعم', 'لا', 'يعرف', 'الابت', '##سام', '##ه', 'ومن', 'اقل', 'كلمه', 'تشعر', 'انه', 'متك', '##لف', 'وغ', '##اض', '##ب', 'طلبت', 'صح', '##ن', 'فاك', '##هه', 'وللاسف', 'وصلت', '##ني', 'فاك', '##ه', 'غير', 'جيد', '##ه']","['التك', '##يي', '##يف', 'بدا', '##يي', 'التلفاز', 'غير', 'صافي', 'الماء', 'ضعيف', 'ونوع', '##ية', 'الشام', '##بو', 'رد', '##يي', '##ه', 'الذي', 'كان', 'يقدم', 'لنا', 'الخدمات', 'في', 'المطعم', 'لا', 'يعرف', 'الابت', '##سام', '##ه', 'ومن', 'اقل', 'كلمه', 'تشعر', 'انه', 'متك', '##لف', 'وغ', '##اض', '##ب', 'طلبت', 'صح', '##ن', 'فاك', '##هه', 'وللاسف', 'وصلت', '##ني', 'فاك', '##ه', 'غير', 'جيد', '##ه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['مخيب ,anger', 'للاسف ,anger', 'ضعيف ,fear']",0,anger,anger
"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","في نظري بالعموم سيء ، ممل ، توقعت أن يكون أفضل من ذلك بكثير وأشعر بأني أضعت وقتي في قراءته","ممل ، توقعت أن يكون أفضل من ذلك بكثير وأشعر بأني أضعت وقتي في قراءته",,"['ممل', '،', 'توقعت', 'أن', 'يكون', 'أفضل', 'من', 'ذلك', 'بكثير', 'وأشعر', 'بأني', 'أضعت', 'وقتي', 'في', 'قراءته']","['في', 'نظري', 'بالعموم', 'سيء', '،', 'ممل', '،', 'توقعت', 'أن', 'يكون', 'أفضل', 'من', 'ذلك', 'بكثير', 'وأشعر', 'بأني', 'أضعت', 'وقتي', 'في', 'قراءته']","['في', 'نظري', 'بالعم', '##وم', 'سي', '##ء', '،', 'ممل', '،', 'توقعت', 'ان', 'يكون', 'افضل', 'من', 'ذلك', 'بكثير', 'واش', '##عر', 'باني', 'اضع', '##ت', 'وقت', '##ي', 'في', 'قراءته']","['ممل', '،', 'توقعت', 'ان', 'يكون', 'افضل', 'من', 'ذلك', 'بكثير', 'واش', '##عر', 'باني', 'اضع', '##ت', 'وقت', '##ي', 'في', 'قراءته']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['سيء ,anger', 'ممل ,sadness', 'أفضل ,joy']",0,anger,anger
